"Title","Type","Description"
"Sen","Fantasy","Opowieść o uczuciu łączącym dwoje osamotnionych bohaterów: introwertycznego Jina i tajemniczą Ran. Ich znajomość rozpoczyna się w nocy, w której mężczyźnie przyśnił się dziwny i niepokojący sen. Miał on w nim wypadek samochodowy i chwilę później – zamiast pomóc ciężko rannemu kierowcy drugiego wozu – uciekł z miejsca zdarzenia. Jin ma przeczucie, że jest to coś więcej niż zwykły nocny koszmar. Jedzie więc na ulicę ze swojego snu, a tam widzi, że taki wypadek rzeczywiście tej nocy się zdarzył. Niedługo potem poznaje Ran, która okazuje się główną podejrzaną o spowodowanie tej tragicznej kolizji. Kobieta nie przyjmuje zarzutów policji, twierdząc, że przez całą noc spała i ani na chwilę nie opuściła swojego domu. Ich spotkanie stanowi początek niezwykłej relacji, która nie jest do końca przypadkowa: umysły bohaterów łączy tajemnicza zależność wpływająca coraz intensywniej na ich życie."
"Mary Poppins powraca","Fantasy","Mary Poppins pomaga nowemu pokoleniu rodziny Banksów odnaleźć radość i zachwyt życiem, które zatracili w szarej codzienności. Niezawodna niania i jej magiczne zdolności jak zwykle przemienią każde zadanie w niezapomnianą , fantastyczną przygodę."
"Piotruś Pan","Fantasy","Piotruś Pan, chłopiec który nie chciał dorosnąć przybywa do dzieci państwa Darlingów mieszkających w Londynie: opiekującej się młodszymi braćmi Wendy oraz do Michaela i Johna. Uczy dzieci latać (z pomocą skrzydletego duszka Dzwoneczka) i zabiera ich do Nibylandii, gdzie Wendy zostaje mamą plemienia zagubionych chłopców. W Nibylandii żyją zalotne syreny, dzicy Indianie i źli piraci, których kapitanem jest największy wróg Piotrusia, kpt. Hook. Po serii niezwykłych, ekscytujących lecz zarazem niebezpiecznych przygód dochodzi do ostatecznej rozgrywki między Piotrusiem i Hookiem, w której piraci ponoszą klęskę. Piotruś zabiera dzieci z powrotem do domu Darlingów uprowadzonym, pirackim okrętem, żeglującym po niebie, dzięki nieocenionej pomocy Dzwoneczka."
"Pozostawieni","Fantasy","Kiedy nagle znika 2% ludności, ci, którzy pozostali, starają się odnaleźć w nowej rzeczywistości. Akcja serialu rozpoczyna się trzy lata później, kiedy ludzie nadal odczuwają skutki niewytłumaczalnego zniknięcia. Producentami serialu są Damon Lindelof (laureat Emmy® za Lost: Zagubieni) oraz uznany powieściopisarz Tom Perrotta (nominowany do Oscara® za Małe dzieci)."
"Kong: Wyspa Czaszki","Fantasy","Grupa naukowców trafia na wyspę, którą zamieszkują mityczne stwory. Od tej pory muszą stawić czoła złu."
"Złote dziecko","Fantasy","Raz na dziesięć stuleci rodzi się niezwykłe dziecko, dzięki któremu może zapanować na ziemi pokój. Lecz moce zła nie chcą dopuścić, aby Złote Dziecko mogło działać na rzecz dobra. Trzeba zrobić tylko jedno: sprawić, by stało się nieczyste. W tym celu zostaje ono porwane. Jak się okazuje, tylko Chandler Jarrell może z powodzeniem podjąć poszukiwania Złotego Dziecka, aby je uratować i tym samym sprawić, aby świat miał szansę na pokój."
"Niesamowicie krótki weekend","Fantasy","Grupa przyjaciół wyjeżdża do domku w lesie, gdzie zamierza spędzić wspólny radosny weekend. Wieczór mija im na tańcach, wygłupach, grach i alkoholu. Nie wszyscy jednak na koniec wypadu mają powody, by dobrze go wspominać. Alba – nieogarnięta, niedojrzała i zapatrzona w siebie główna bohaterka pomiędzy kolejnymi piwami zderza się z rzeczywistością i dorosłością. Chłopak niewidzący przyszłości dla ich związku postanawia z nią zerwać, a dwójka przyjaciół informuje ją o zbliżającej się wyprowadzce z kraju. Dla dziewczyny stanowi to spory wstrząs – przebywająca nieustannie w niedojrzałym wyobrażeniu beztroskiego życia, źle znosi, gdy ktoś próbuje to zniszczyć. Podczas wściekłego przemarszu przez okoliczne ruiny dzieje się coś niezwykłego – na kilka sekund cały świat się zatrzymuje. Chwilę później Alba budzi się w samochodzie, jadąc z grupą przyjaciół do domku w lesie, gdzie zamierzają spędzić radosny weekend. Dziewczyna zostaje uwięziona w czasowej pętli i spełnia się jej największe marzenie – impreza trwa bez końca. Tylko czy jej organizm to wytrzyma? I czy nauczy się czegoś na temat życia, gdy zda sobie sprawę, że każdy zrestartowany dzień trwa krócej niż poprzedni?"
"George Michael: Inna historia","Dokument","Trwający 95 minut film opowiada o życiu jednej z największych gwiazd muzyki pop – od rozpoczęcia kariery z grupą Wham! aż do ostatnich solowych sukcesów. Film jest swoistą spowiedzią, piosenkarz nie pomija nawet tak pikantnych szczegółów, jak pamiętne aresztowanie w toalecie w Los Angeles, gdzie uprawiał seks."
"William Kunstler: Disturbing the Universe","Dokument","William Kunstler lubił zmieniać rzeczywistość, stawiać czoła światu, co przypuszczalnie uczyniło go jednym z najbardziej znanych prawników amerykańskich XX wieku, a z pewnością – według New York Timesa – najbardziej znienawidzonego i, paradoksalnie, najmocniej kochanego. Dokument zrealizowany prze jego dzieci ukazuje różne okresy z życia ich ojca. Poprzez walkę o prawa cywilne dla Martina Luthera Kinga, reprezentowanie rdzennych mieszkańców po tym jak zajęli Wounded Knee w proteście przeciwko łamaniu indiańskich praw traktatowych, osób odpowiedzialnych za bunt w więzieniu Attica, do bronienia morderców, gwałcicieli i szefów mafii. Osobisty stosunek twórców nie powoduje jednak braku krytycyzmu..."
"Dogtown i Z-Boys","Dokument","Jest to dokument opowiadający historię skateboardingu w latach 70-tych oraz losy grupy Z-Boys, która była prekursorem w tej dyscyplinie. Film zawiera nie tylko materiały archiwalne, ale także współczesne wypowiedzi osób należących niegdyś do klanu."
"Na przemiał","Dokument","Film skupia się na sylwetce Abu Ammara, biednego muzułmanina, byłego mudżahedina w Afganistanie... Widzimy, jak uczy swojego malutkiego syna prowadzić samochód, jak kupuje mleko dla chorej matki, jak ogląda wieczorami telewizję. Poznajemy go przy pracy, przy jedzeniu, przy modlitwie. Śledzimy jego codzienne troski. Poznajemy jego przyjaciół w czasie wieczornych rozmów o polityce i religii. Abu Ammar nocami pisze książkę o islamie na podstawie wieloletnich zapisków na skrawkach papieru gromadzonych w plastikowych torbach. W spotkaniu z Abu Ammarem stajemy twarzą w twarz z Arabem, muzułmaninem, z człowiekiem, który ma dwie - chodzące w burkach - żony, który pisze książkę ku chwale islamu, który z kolegami rozmawia o potrzebie ”świętej wojny”, ale nie rozumie jej krwiożerczości. Dla Abu Ammara Bin Laden jest zdrajcą i oszustem. Widzimy człowieka, który tak jak każdy z nas chce kochać, wybić się z nędzy, spełnić swoje marzenia i zrozumieć świat."
"Portrecista","Dokument","Film opowiada historię Wilhelma Brasse, przedwojennego fotografa-portrecisty, który w jednym z pierwszych transportów trafił do Auschwitz (31 sierpnia 1940 r., nr obozowy 3444), gdzie pod nadzorem SS prowadził fotograficzną dokumentację obozu, aż do jego wyzwolenia."
"Freakonomia","Dokument","Filmowa wersja bestsellerowej książki ekonomisty Stevena D. Levitta i pisarza Stephena J. Dubnera pod tym samym tytułem. Cztery odrębne części nakręcone przez różnych reżyserów badają ludzkie zachowanie przez pryzmat statystyki i bodźców, dochodząc do zadziwiających i kontrowersyjnych wniosków. Ciekawostki społeczne pokazane od podszewki: dotkliwa i okrutna prawda o sumo; odkrywczy punkt widzenia wpływu imienia na dziecko; portret dzieci osiągających wyniki w nauce poniżej swoich możliwości, które motywowane są za pomocą pieniędzy; dochodzenie na temat niepokojącej teorii, mówiącej dlaczego wskaźnik przestępczości dramatycznie zmalał na początku lat 90-tych. Film podważa obiegowe sądy i pokazuje jaką odpowiedź można otrzymać, jeśli zadamy właściwe pytania."
"Dinozaury 3D. Giganty Patagonii","Dokument","Film przenosi widzów w czasy, kiedy żyły najpotężniejsze okazy ewolucji – dinozaury... Ziemia zamieszkiwana przez dinozaury jest dziwnym miejscem, znajomym, lecz jakże innym. Przez cały okres ich panowania kontynenty są w ciągłym ruchu. Klimat jest cieplejszy niż dziś a poziom morza wyższy. Na biegunach nie ma pokrywy lodowej. Roślinność jest całkiem inna i oczywiście zwierzęta również wyglądają całkiem inaczej. Ssaki są raczej małe i nieliczne."
"Robotnicy '80","Dokument","Dokumentalny zapis wydarzeń z sierpnia 1980 roku w Stoczni Gdańskiej. Relacje z przebiegu akcji strajkowej oraz toczących się równolegle negocjacji strajkujących z Komisją Rządową. W filmie biorą udział przedstawiciele robotników ze Stoczni oraz delegacji rządowej, na czele z Mieczysławem Jagielskim."
"Scott Walker: 30 Century Man","Dokument","""The Sun Ain't Gonna Shine Anymore"" było sztandarową pieśnią swingującego Londynu i w połowie lat 60. przyniosła grupie Walker Brothers międzynarodowy sukces. Założycielem i liderem tej farmacji był amerykański basista i wokalista Scott Walker. Jeszcze w 1967 roku, u szczytu sławy, zespół rozpadł się. Scott Walter, który karierę rozpoczynał jak basista Los Angeles' Sunset Strip, inaczej niż jego otoczeni wianuszkiem rozwrzeszczanych dzieciaków konkurenci z The Beatles czy The Rolling Stones, zajął się czymś zupełnie nowym. Mógł się stać drugim Frankiem Sinatrą, muzykiem grającym w kasynach Las Vegas, jednak na to również sobie nie pozwolił. Muzyk kochał filmy Ingmara Bergmana, czytał Jean-Paul Sartre'a i słuchał Jacquesa Brela. Do dziś jest postrzegany jako jedna z najbardziej wpływowych postaci w historii muzyki pop, ale także jako wielka tajemnica. W filmie Stephena Kijaka wielu sławnych muzyków i miłośników twórczości Walkera, m.in. Dawid Bowie, Brian Eno i Jarvis Cocker (Pulp), mówi jak wielki wpływ miała na nich twórczość Walkera."
"Gwiazdy XXX - Portret intymny","Dokument","Producent i reżyser oraz światowej sławy fotograf zdjęć artystycznych Timothy Greenfield-Sanders zabiera widzów na plan sesji zdjęciowej, w której udział zaangażował największe gwiazdy amerykańskiego biznesu filmów dla dorosłych. Dzięki jego niekonwencjonalnej metodzie dokumentalnej poznajemy zawodowe i prywatne oblicza kilkudziesięciu osób, które odkrywają przed kamerą swoje ciała i marzenia. Sanders porusza prowokujący temat, zadaje swoim aktorom niekonwencjonalne pytania o morale, motywacje, pieniądze i przyszłość."
"Underworld: Bunt Lykanów","Fantasy","Film jest prequelem do wcześniej powstałych części i przedstawia początki wojny między wampirami a wilkołakami. Pewnego dnia w lochach wampirzej twierdzy rodzi się dziecko, mogące przybrać formę człowieka i wilkołaka. Wiktor, bezwzględny władca wampirów, postanawia skorzystać z okazji i uczynić nowy gatunek swoimi sługami. Wiele lat później, Lucian - pierwszy Lykan - zakochuje się z wzajemnością w córce Wiktora. Niestety ich związek wychodzi na jaw i Sonja zostaje zabita. Pragnąc się zemścić, Lucian wznieca rewoltę nie tylko Lykanów, ale i dzikich Wilkołaków."
"Zanim się obudzę","Fantasy","Młode małżeństwo, po tragicznej stracie ukochanego syna, adoptuje ośmioletniego chłopca. Jessie (Kate Bosworth) i Mark (Thomas Jane) robią wszystko, by stworzyć dziecku kochającą i szczęśliwą rodzinę. Szybko okazuje się jednak, że Cody (Jacob Tremblay), który jest uroczym i grzecznym chłopcem, skrywa mroczny sekret. Kiedy zasypia, jego sny stają się rzeczywistością. Koszmary również. Rodzinę zaczynają nawiedzać wyśnione przez chłopca demony. Jessie i Mark zrobią wszystko, by dotrzeć do źródła lęków syna, zanim ich życie zmieni się nie do poznania."
"Daimajin","Fantasy","Lord Hanabusa zostaje zdradzonych przez swego szambelana i wiernych mu spiskowców. Z masakry udaje się uciec jedynie dzieciom lorda, które ochrania samuraj Kogenta. Dziesięć lat później, dorosły już Tadafumi próbuje zabić okrutnego tyrana, ale zostaje złapany i skazany na śmierć. Gdy wszelka nadzieja na ratunek znika, twierdzę Samanosuke atakuje bóg uciskanych wieśniaków Majin."
"Le prince oublié","Fantasy","8-letnia Sofia (Keyla Fala) mieszka ze swoim ojcem Djibim (Omar Sy). Każdej nocy tata wymyśla historię, która ma ją uśpić. Niezwykłe historie ożywają w wyimaginowanym świecie, w którym bohaterką jest księżniczka Sofia i jej ojciec, dzielny książę. Ale trzy lata później, kiedy Sofia (Sarah Gaye) idzie do średniej szkoły, nie potrzebuje już tych historii. Jej ojciec będzie musiał zaakceptować, że córka kiedyś dorośnie i odejdzie od niego. W ich wyobrażonym świecie książę będzie musiał stawić czoła najbardziej epickiej ze wszystkich swoich przygód, aby zachować miejsce w historii."
"Conan Niszczyciel","Fantasy","Skuszony wizją odzyskania Valeri Conan wyrusza na kolejną niebezpieczną przygodę, w której stanie oko w oko z potworami, Toth Amonem i dziesiątkami przeciwników do zabicia."
"Sekretne życie Waltera Mitty","Fantasy","Rodzinna komedia fantastyczno-przygodowa w reżyserii Bena Stillera, z nim samym w roli skromnego fotoreportera o niezwykłej fantazji, który przeżywa niesamowite perypetie dzięki sile swej wyobraźni."
"Sanatorium pod klepsydrą","Fantasy","Józef przyjeżdża do sanatorium dr. Gotarda. Leczył się tu zmarły ojciec przybysza, Jakub. Podczas pobytu w placówce Józef przenosi się w surrealistyczny wymiar przeszłości i ponownie trafia do świata dzieciństwa. Widzi rodzinny dom, sklep bławatny Jakuba oraz swoją dawną ukochaną Biankę. Niegdyś opuściła ona Józefa i odeszła z innym."
"Gdzie mieszkają dzikie stwory","Fantasy","Adaptacja klasycznej opowieści dla dzieci Maurice'a Sendaka. Max, skłonny do figli i psot mały chłopiec, tworzy swój własny świat - las zamieszkały przez bajkowe, dzikie stwory, które wybierają Maxa na swego władcę."
"Kreacja","Fantasy","Film opowiada o relacjach łączących gangstera Chasa Devlina (James Fox) z upadłą i zapomnianą gwiazdą rocka Turnerem (Mick Jagger). Devlin dopuszcza się morderstwa, przez co musi na pewien czas ukryć się przed policją i światem przestępczym. Bezpiecznym schronieniem wydaje się dom Turnera."
"W górę Jangcy","Dokument","Rzeka Jangcy - 6300 km długości. Najdłuższa rzeka Chin i jedna z najdłuższych – po Nilu i Amazonce - na świecie. Plany jej okiełznania istniały od 100 lat. Do realizacji gigantycznej hydrobudowy doszło 14 lat temu. Jej zakończenie jest przewidziane na 2010 rok. Wielkość utworzonego przez olbrzymią zaporę zalewu - 390 tys. km2 - przekracza powierzchnię Polski."
"Traces of a Dragon: Jackie Chan & His Lost Family","Dokument","Historia jednego z najbardziej znanych aktorów kina akcji."
"Kicking It","Dokument","Życie wielu bezdomnych zmieni się na zawsze po tym jak rozegrają niecodzienne, międzynarodowe zawody w piłce nożnej. Film opowiada historię sześciu zawodników, którzy wyruszają aż do Kapsztadu w RPA, aby wziąć udział w Mistrzostwach Świata Bezdomnych."
"Jam","Dokument","Dokument opowiada o amerykańskiej lidze wrotkarskiej ARDL (American Roller Derby League) utworzonej w 1997 roku. Miała ona przywrócić świetność temu zapomnianemu już niemal sportowi, który największą popularność zyskał w latach 70. XX wieku. Wtedy zawody tej dyscypliny oglądały przed telewizorami miliony ludzi."
